Sum Range ID,Target
Generic_PGE_North_500_HSN,0.0
Generic_PGE_North_500_offpeak,0.0
Generic_PGE_North_500_SSN,0.0
Generic_PGE_South_500_HSN,0.0
Generic_PGE_South_500_offpeak,0.0
Generic_PGE_South_500_SSN,0.0
Generic_SCE_East_Pisgah_500_HSN,0.0
Generic_SCE_East_Pisgah_500_offpeak,0.0
Generic_SCE_East_Pisgah_500_SSN,0.0
Generic_SCE_Eastern_500_HSN,0.0
Generic_SCE_Eastern_500_offpeak,0.0
Generic_SCE_Eastern_500_SSN,0.0
Generic_SCE_Metro_500_HSN,0.0
Generic_SCE_Metro_500_offpeak,0.0
Generic_SCE_Metro_500_SSN,0.0
Generic_SCE_North_Lugo_500_HSN,0.0
Generic_SCE_North_Lugo_500_offpeak,0.0
Generic_SCE_North_Lugo_500_SSN,0.0
Generic_SCE_Northern_500_HSN,0.0
Generic_SCE_Northern_500_offpeak,0.0
Generic_SCE_Northern_500_SSN,0.0
